system,model_id,backend,setting,language,row_id,question,gold_answer,gold_chunk_id,generated_answer,judge_legal_correctness,judge_evidence_support,judge_completeness,judge_clarity,judge_hallucination
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,32,Арнайы экономикалық аймаққа қатысушы ретінде қызметті жүзеге асыру туралы шартты қашан жасасқан ұйымдар мен кәсіпкерлерге салық жеңілдіктері қолданылады?,2024 жылғы 1 қаңтардан кейін жасасқан кезде қолданылады.,962,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b49-272a7a3365b261f34e281a03;b2875e02-a50a-47f6-8a27-bc019fc96dcb)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,33,Дебиторлық және кредиторлық берешектердің өндіріп алынуын және өтелуін бақылау мерзімі қандай?,Белгіленген мерзімде.,177,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4a-7126cd7553b87aec18c387dc;52e2ba9a-d852-4b5a-b099-f1c6a697e811)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,34,Электр берілісі әуе желілерінің сымдарының төменгі нүктесінен жер бетіне дейінгі қашықтық қанша болуы керек?,"Кернеуі 1000 вольттан астам электр берілісі әуе желілерінің сымдарының төменгі нүктесінен жер бетіне дейінгі қашықтық аралықтарда 6,0 метр, жетуі қиын жерлерде 5,0 метр, автомобиль жолдарымен қиылысқанда 7,0 метр болуы тиіс.",95,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4a-74f7070e48ff7eae59db7d5a;636ddb74-6bac-4d0f-acc4-6c59c8ec5d8a)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,35,Жолаушының тегі жол жүру құжатында көрсетілген тегімен сәйкес келмеген жағдайда не болады?,Жолаушының поезға отыруына жол берілмейді және ақша қайтарылмайды.,115,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4a-05bd8b9420313d144fba30dc;5a6b1574-f37c-4c01-af78-cc5b90dfc8bc)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,36,IRM жүйесінің негізгі мақсаты қандай?,"IRM жүйесі инвестициялық жобалардың іске асырылуына мониторинг жүргізуге, инвесторлармен тиімді кері байланыс орнатуға және инвестициялық процеске қатысушылардың белсенділігін статистика жүргізуге бағытталған.",52,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4b-3cf0e371146362205ff40c7d;d49aaccf-d4e3-409a-9c3c-530efc2fb948)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,37,Инвестордың сұрауы мемлекеттік органдарда қанша уақыт ішінде өңделеді?,Инвестордың сұрауы мемлекеттік органдарда бір ай ішінде өңделеді.,53,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4b-05632798136a36323ccbc44f;354541c5-9142-4f17-bdbb-b4c3c6058dd0)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,38,Қазақстан Республикасындағы отбасылық және гендерлік саясат тұжырымдамасы қай жылға дейінгі мерзімді қамтиды?,2030 жылға дейін.,64,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4b-1548fbea5bff28d4019167c8;25d71c19-dda2-48fb-b03e-556b12f4b96e)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,39,Инвестиция тартудың негізгі кезеңі не болып табылады?,Сапалы инвестициялық ұсыныстар дайындау жұмысы инвестиция тартудың негізгі кезеңі болып табылады.,36,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4c-4d017e0b5b35385c2c287b69;fb6ee0f6-414d-4c7b-835d-d4abc36f9529)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,40,Жер қойнауын пайдаланушының өтініші бойынша рұқсат беру туралы шешім қанша уақыт ішінде қабылданады?,Өтініш келіп түскен күннен бастап он жұмыс күні ішінде.,308,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4c-025f0fc30f39e0897c484c5c;2136ecd9-c66c-4f20-94c7-b37d642bea49)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,41,Темір жолдарда сақтандырғыш тұйықтардың пайдалы ұзындығы қандай болуы керек?,Сақтандырғыш тұйықтардың пайдалы ұзындығы кем дегенде 50 метр болуы керек.,86,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4d-2cbbdf9e20cadb35126ff4b9;05c82303-6152-404e-b7e3-24caa6db76ba)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,42,622-бапқа енгізілген өзгерістер қашан қолданысқа енгізіледі?,Алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң және 2021 жылдан бастап.,849,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4d-647bbe445d5806064dec9b41;27b58410-75b2-424e-97e2-b3a04760a6bd)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,43,Теміржол жылжымалы құрамына техникалық қызмет көрсету қаншалықты жиі жүргізілуі керек?,Техникалық қызмет көрсету кемінде жылына 1 рет жүргізілуі керек.,80,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4d-4026661b3d79aae063e80a34;2caae8c2-6aad-4ab6-a531-66c4397823f9)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,44,Жүк вагондарының өту алаңында қандай құрылғылар болуы керек?,Тоқтату краны және қол тежегіші болуы керек.,78,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4e-120170c94b2b16b236c24de1;c3747970-a0db-437e-9107-1b043d524f86)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,45,KAZAKH INVEST қандай компанияларға назар аударады?,"KAZAKH INVEST ірі компаниялармен қатар, бірегей технологиялары және/немесе инновациялары бар технологиялық стартаптар мен шағын орта кәсіпкерліктерге де назар аударады.",34,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4e-6d38924963f7279b56b32cca;7ed64cde-bc24-4088-86f7-e6c096424173)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
KazLLM-1.0-8B,issai/LLama-3.1-KazLLM-1.0-8B,hf,LLM-only,kz,46,Жүк вагондарының автотіркегіш осінің рельс бастиектерінің үстіндегі биіктігі қандай болуы керек?,Жүк вагондарында жүк тиелген кезде автотіркегіш осінің биіктігі кем дегенде 950 миллиметр болуы керек.,74,"GEN_FAILED: OSError: You are trying to access a gated repo.
Make sure to have access to it at https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B.
401 Client Error. (Request ID: Root=1-6a337b4e-298b386c0f2eec2120dc3511;6b547cf6-68a9-4459-b1e2-b2a68ada2a96)

Cannot access gated repo for url https://huggingface.co/issai/LLama-3.1-KazLLM-1.0-8B/resolve/main/config.json.
Access to model issai/LLama-3.1-KazLLM-1.0-8B is restricted. You must have access to it and be authenticated to access it. Please log in.",,,,,
